Posicion                     Velocidad
0.050801, -0.401164, -0.219558, 8.151756, 1.773446, 0.101990
0.116015, -0.386977, -0.218742, 7.775638, 3.028015, 0.811146
0.178220, -0.362753, -0.212253, 7.195137, 4.209577, 1.502497
0.235781, -0.329076, -0.200233, 6.412422, 5.301998, 2.167201
0.287081, -0.286660, -0.182895, 5.428224, 6.284753, 2.794219
0.330507, -0.236382, -0.160541, 4.243817, 7.131854, 3.369537
0.364457, -0.179327, -0.133585, 2.863622, 7.810963, 3.875421
0.387366, -0.116839, -0.102582, 1.298700, 8.282983, 4.289841
0.397756, -0.050575, -0.068263, -0.428702, 8.502626, 4.586297
0.394326, 0.017446, -0.031572, -2.279652, 8.420738, 4.734497
0.376089, 0.084811, 0.006304, -4.192785, 7.989309, 4.702431
0.342547, 0.148726, 0.043923, -6.079951, 7.169944, 4.460449
0.293907, 0.206085, 0.079607, -7.825960, 5.945655, 3.987531
0.231299, 0.253651, 0.111507, -9.295592, 4.334006, 3.279038
0.156934, 0.288323, 0.137739, -10.349718, 2.397348, 2.353846
0.074137, 0.307502, 0.156570, -10.868711, 0.244689, 1.257781
-0.012813, 0.309459, 0.166632, -10.776668, -1.978341, 0.060762
-0.099026, 0.293632, 0.167118, -10.057765, -4.110028, -1.152469
-0.179488, 0.260752, 0.157899, -8.758817, -5.997077, -2.295173
-0.249559, 0.212775, 0.139537, -6.978365, -7.515101, -3.290686
-0.305386, 0.152655, 0.113212, -4.847914, -8.580060, -4.080480
-0.344169, 0.084014, 0.080568, -2.512216, -9.150221, -4.627252
-0.364267, 0.010812, 0.043550, -0.113390, -9.221424, -4.914043
-0.365174, -0.062959, 0.004237, 2.219421, -8.819229, -4.941113
-0.347419, -0.133513, -0.035291, 4.375360, -7.990702, -4.722108
-0.312416, -0.197438, -0.073068, 6.263602, -6.797384, -4.280483
-0.262307, -0.251818, -0.107312, 7.813037, -5.309910, -3.646595
-0.199803, -0.294297, -0.136485, 8.971058, -3.604216, -2.855552
-0.128034, -0.323131, -0.159329, 9.702208, -1.758955, -1.945690
-0.050417, -0.337202, -0.174895, 9.987072, 0.146309, -0.957497
0.029480, -0.336032, -0.182555, 9.821597, 2.032493, 0.067204
0.108053, -0.319772, -0.182017, 9.216798, 3.822335, 1.086000
0.181787, -0.289193, -0.173329, 8.198740, 5.441897, 2.056692
0.247377, -0.245658, -0.156876, 6.808578, 6.822397, 2.938271
0.301846, -0.191079, -0.133370, 5.102408, 7.902461, 3.692136
0.342665, -0.127859, -0.103832, 3.150627, 8.630732, 4.283554
0.367870, -0.058813, -0.069564, 1.036534, 8.968722, 4.683328
0.376162, 0.012937, -0.032097, -1.146061, 8.893660, 4.869565
0.366994, 0.084086, 0.006859, -3.296328, 8.400990, 4.829376
0.340623, 0.151294, 0.045494, -5.310983, 7.506145, 4.560296
0.298135, 0.211343, 0.081977, -7.089712, 6.245234, 4.071209
0.241418, 0.261305, 0.114546, -8.541050, 4.674340, 3.382588
0.173089, 0.298700, 0.141607, -9.588183, 2.867305, 2.525912
0.096384, 0.321638, 0.161814, -10.174100, 0.912066, 1.542243
0.014991, 0.328935, 0.174152, -10.265535, -1.094207, 0.480035
-0.067133, 0.320181, 0.177992, -9.855302, -3.050744, -0.607627
-0.145976, 0.295775, 0.173131, -8.962825, -4.859074, -1.666131
-0.217678, 0.256902, 0.159802, -7.632862, -6.428686, -2.642485
-0.278741, 0.205473, 0.138662, -5.932638, -7.681998, -3.488278
-0.326202, 0.144017, 0.110756, -3.947711, -8.558335, -4.162225
-0.357784, 0.075550, 0.077458, -1.776996, -9.016706, -4.632174
-0.372000, 0.003417, 0.040401, 0.472673, -9.037367, -4.876499
-0.368219, -0.068882, 0.001389, 2.692062, -8.622188, -4.884872
